,train_depth,train_true,train_pre,train_depth,test_true,test_pre
456,1132.826,25.81,5.672398,457.452,64.61,5.315827
457,1131.826,27.44,5.5072675,455.052,63.24,5.2963233
458,1130.876,25.99,5.3064995,452.852,62.42,5.300041
459,1129.726,26.28,5.289667,450.927,61.84,5.2938113
460,1128.726,26.13,5.295332,448.602,62.26,5.283889
461,1127.751,29.74,5.2469726,446.152,65.79,5.233729
462,1126.576,32.84,5.2504153,443.727,85.12,5.191177
463,1125.326,23.61,5.47127,441.102,81.25,5.242465
464,1123.351,17.88,5.659301,438.602,87.37,5.1924005
465,1122.126,29.65,5.33824,436.702,75.5,5.2920146
466,1121.101,25.35,5.4575434,434.427,59.38,5.4054704
467,1118.301,28.62,5.344748,432.477,63.66,5.3601193
468,1117.226,20.41,5.5222597,430.227,61.63,5.382658
469,1116.201,20.42,5.5183926,426.552,58.42,5.4231544
470,1115.401,27.6,5.303529,424.077,63.89,5.250113
471,1114.176,30.0,5.2669983,421.302,77.64,5.1875486
472,1113.176,28.15,5.3081555,419.077,82.09,5.1634965
473,1112.251,29.54,5.2835855,416.802,75.81,5.2226415
474,1111.301,30.49,5.280051,413.927,50.78,5.4904895
475,1110.076,26.25,5.365064,412.227,54.44,5.436114
476,1109.326,13.38,5.754388,410.477,44.86,5.5650787
477,1108.251,21.46,5.4816737,408.277,82.47,5.15862
478,1092.551,68.96,5.4751973,405.977,81.76,5.1611342
479,1091.176,62.36,5.557051,403.227,70.71,5.2710896
480,1089.951,79.21,5.4052324,400.702,84.7,5.135052
481,1088.426,25.82,5.848506,398.352,81.64,5.193616
482,1087.351,28.06,5.8523855,395.627,55.12,5.446787
483,1086.251,30.7,5.825764,392.802,61.79,5.3472667
484,1085.226,35.72,5.7796297,390.902,63.01,5.3324285
485,1084.151,24.46,5.851354,388.527,63.17,5.3281407
486,1082.026,14.71,5.7946987,385.802,57.4,5.303859
487,1081.201,9.31,5.823858,383.952,60.19,5.1965656
488,1080.451,27.7,5.4483247,381.777,62.65,5.1989446
489,1079.651,38.84,5.2596235,379.152,59.18,5.2407775
490,1078.376,55.84,5.2499604,376.977,53.96,5.301184
491,1040.926,59.58,5.2935677,375.077,55.48,5.2644095
492,987.426,53.85,5.3892603,373.377,55.26,5.262301
493,980.226,79.27,5.2693353,370.852,60.58,5.149396
494,978.851,49.3,5.610574,368.402,62.81,5.149196
495,977.326,73.07,5.3371124,365.552,60.61,5.2332172
496,951.826,98.16,5.288266,362.552,65.41,5.186379
497,948.226,90.16,5.33903,360.502,69.16,5.147432
498,944.401,88.12,5.3559146,358.277,70.28,5.146524
499,923.851,72.53,5.4992805,355.977,59.2,5.312822
500,916.176,70.91,5.506758,354.327,11.2,5.52378
501,904.626,20.99,5.7836704,352.052,47.4,5.430462
502,902.801,21.48,5.819708,350.052,51.01,5.379503
503,901.876,21.72,5.829036,347.502,46.91,5.4416018
504,900.976,20.44,5.846906,345.277,49.42,5.1980014
505,900.051,20.44,5.840135,343.952,48.41,5.2025695
506,899.126,21.18,5.2799296,342.102,50.15,5.166271
507,898.226,15.92,5.4605317,340.277,57.6,5.1597977
508,897.351,24.73,5.252767,337.852,42.4,5.36579
509,892.126,74.72,5.2485704,335.827,34.64,5.483339
510,890.626,26.88,5.831475,334.227,33.49,5.5223126
511,889.476,26.76,5.841812,332.577,33.29,5.5414042
512,1337.976,32.0,5.2682443,625.652,45.19,5.213194
513,1336.851,32.5,5.312671,623.902,43.83,5.2418256
514,1335.626,35.83,5.2913513,622.002,41.8,5.2726398
515,1334.551,37.73,5.3060665,620.102,46.1,5.23099
516,1333.376,35.34,5.311092,617.952,39.31,5.318487
517,1332.276,36.28,5.3223367,616.227,38.7,5.332014
518,1212.101,37.93,5.296752,613.527,38.49,5.337703
519,1207.776,30.11,5.4343057,610.152,47.81,5.2218065
520,1206.626,29.92,5.4236426,607.777,39.97,5.338865
521,1205.701,29.74,5.424639,606.327,42.32,5.312448
522,1204.701,26.28,5.524064,604.577,43.67,5.28141
523,1203.701,25.01,5.4270554,602.927,44.66,5.264796
524,1202.776,26.44,5.3564434,601.302,44.79,5.2341256
525,1201.701,22.97,5.4239726,599.927,36.99,5.363783
526,1200.651,55.37,5.2706304,598.377,29.02,5.5306
527,1199.251,54.04,5.284059,595.252,22.68,5.6681337
528,1198.151,55.4,5.2690682,592.527,55.02,5.2959213
529,1197.001,55.55,5.2689404,590.777,49.22,5.379902
530,1195.901,56.44,5.258634,588.352,56.89,5.277454
531,1194.651,56.56,5.2763305,585.752,63.21,5.207136
532,1193.551,57.35,5.2724414,583.702,57.22,5.2917304
533,1192.076,55.75,5.295458,581.702,54.4,5.3297734
534,1190.876,51.66,5.3506103,579.602,60.37,5.2622566
535,1189.476,50.59,5.371174,577.277,49.59,5.3825417
536,1188.026,71.09,5.2852473,575.702,46.55,5.422088
537,1186.476,68.23,5.3059373,573.152,55.45,5.29104
538,1185.051,58.76,5.4103084,571.477,59.5,5.2484217
539,1183.676,67.96,5.3137717,569.527,61.2,5.2260785
540,1182.301,66.69,5.3220277,567.377,33.68,5.6106706
541,1181.001,69.85,5.2854743,565.377,44.02,5.4204698
542,1179.851,41.95,5.612517,555.627,16.37,5.777231
543,1178.601,41.11,5.6252265,553.152,65.69,5.170483
544,1177.426,38.27,5.6685853,550.902,54.35,5.3195863
545,1176.051,24.88,5.8308034,548.127,52.22,5.347274
546,1175.151,20.8,5.754404,546.027,55.88,5.3032274
547,1174.276,19.83,5.720433,543.602,62.87,5.2205687
548,1173.376,21.6,5.668417,540.827,57.03,5.276012
549,1172.551,22.55,5.6220574,538.977,45.96,5.423063
550,1171.576,21.59,5.2747335,537.177,39.31,5.5278077
551,1170.676,19.34,5.346411,535.377,9.57,5.583201
552,1169.726,19.56,5.349613,534.027,40.37,5.4808745
553,1168.951,20.5,5.316504,532.177,48.26,5.2819824
554,1167.976,20.855,5.2629113,530.402,50.78,5.191453
555,1167.101,21.21,5.2512183,528.052,50.58,5.196947
556,1165.201,16.53,5.4121504,525.927,48.94,5.2109814
557,1164.001,23.08,5.2403197,523.752,56.7,5.1979957
558,1162.651,48.74,5.257096,521.552,51.61,5.2573633
559,1161.301,46.08,5.2895284,519.202,43.95,5.3851714
560,1160.201,47.64,5.265143,514.977,9.48,5.6308784
561,1159.001,47.09,5.290126,512.402,58.29,5.1828566
562,1157.801,48.89,5.2713914,510.152,58.26,5.1672263
563,1156.676,45.61,5.3130374,507.752,54.55,5.2100153
564,1155.401,48.92,5.282309,504.727,63.95,5.125262
565,1154.276,39.15,5.425657,502.602,60.99,5.1957483
566,1153.201,36.51,5.467465,498.977,64.68,5.1693296
567,1152.051,34.02,5.518038,496.852,52.7,5.310911
568,1150.976,34.45,5.5206194,495.377,52.86,5.2951827
569,1150.051,34.45,5.5127244,493.552,51.5,5.3119097
570,1148.776,32.95,5.3299375,491.852,58.49,5.2515078
571,1147.576,39.89,5.241422,489.202,59.68,5.20598
572,1146.401,37.74,5.2915473,487.152,61.0,5.215712
573,1145.326,36.79,5.2997484,484.777,65.69,5.1689715
574,1144.101,31.68,5.4344516,482.477,68.76,5.1637397
575,1143.026,33.55,5.3857174,479.602,68.76,5.1753287
576,1141.951,36.3,5.302233,477.452,70.83,5.187213
577,1140.626,37.8,5.277488,474.702,65.56,5.172772
578,1139.376,34.74,5.3308334,472.427,66.89,5.162379
579,1138.151,13.14,5.813078,470.152,61.96,5.2222166
580,1137.101,45.54,5.24346,467.552,59.69,5.2517915
581,1135.826,28.19,5.5827518,465.227,66.82,5.154747
582,1134.626,26.86,5.6194963,461.902,66.17,5.2698402
583,1133.776,26.08,5.641304,459.127,66.92,5.2696414
584,1132.776,25.81,5.6624575,457.277,64.61,5.3116393
585,1131.801,27.44,5.497573,455.027,63.24,5.2920165
586,1130.801,25.99,5.2960954,452.777,62.42,5.29566
587,1129.676,26.28,5.2797694,450.902,61.84,5.289497
588,1128.676,26.13,5.2851458,448.502,62.26,5.2796226
589,1127.676,29.74,5.2453985,446.077,65.79,5.2265754
590,1126.526,32.84,5.249222,443.627,85.12,5.1881256
591,1125.301,23.61,5.4598618,440.977,88.01,5.185162
592,1123.326,17.88,5.644759,438.452,87.37,5.1890574
593,1122.101,29.65,5.328597,436.577,75.5,5.2883162
594,1121.076,25.35,5.4472847,434.327,59.38,5.4008703
595,1118.176,28.62,5.3351746,432.202,63.66,5.3558064
596,1117.151,20.41,5.5094476,430.052,61.63,5.378255
597,1116.176,20.42,5.50537,426.427,58.42,5.4185057
598,1115.326,27.6,5.292401,423.977,72.22,5.161652
599,1114.051,30.0,5.257757,421.227,77.64,5.1841283
600,1113.151,28.15,5.3002243,418.977,79.60999,5.1815767
601,1112.226,29.54,5.274293,416.727,75.81,5.218989
602,1111.251,30.49,5.271544,413.852,50.78,5.48522
603,1110.051,26.25,5.3550973,412.177,54.44,5.4317284
604,1109.301,13.38,5.7370443,410.252,44.86,5.5591245
605,1108.176,21.46,5.4695687,408.227,82.47,5.158765
606,1092.451,68.96,5.4711957,405.902,78.98,5.1822295
607,1091.076,62.36,5.552647,403.177,70.71,5.2675605
608,1089.926,79.21,5.401658,400.577,84.7,5.13603
609,1088.276,25.82,5.8422546,397.902,74.71,5.2493167
610,1087.276,28.06,5.84626,395.302,55.12,5.441967
611,1086.226,30.7,5.818608,392.702,61.79,5.3428564
612,1085.101,35.72,5.7730637,390.627,63.01,5.3280706
613,1084.001,24.46,5.843804,388.352,63.17,5.323848
614,1082.001,14.71,5.779149,385.652,57.4,5.3001285
615,1081.176,9.31,5.805044,383.877,60.19,5.191768
616,1080.426,27.7,5.4383235,381.752,62.65,5.194527
617,1079.601,38.84,5.252441,379.052,59.18,5.236242
618,1078.326,55.84,5.2443333,376.902,53.96,5.296528
619,1040.876,59.58,5.2887034,375.052,55.48,5.259526
620,987.401,53.85,5.3844504,373.127,55.26,5.257466
621,980.126,79.27,5.266031,370.777,60.58,5.1455145
622,978.751,49.3,5.605262,368.327,62.81,5.1488385
623,977.201,73.07,5.3332334,365.452,60.61,5.2292914
624,951.726,98.16,5.2853565,362.477,65.41,5.182888
625,948.076,90.16,5.3358483,360.102,69.16,5.145883
626,944.326,88.12,5.3526363,358.152,70.28,5.1431236
627,923.826,72.53,5.49557,355.952,56.76,5.335795
628,916.076,70.91,5.50292,354.252,11.2,5.5139236
629,904.476,20.99,5.7751293,351.877,51.29,5.3695345
630,902.651,21.48,5.812265,350.027,51.01,5.374129
631,901.826,21.72,5.821734,347.427,46.91,5.4358907
632,900.951,20.44,5.8386064,345.177,49.42,5.1921334
633,900.001,20.44,5.830706,343.927,48.41,5.1971126
634,899.076,21.18,5.2672453,342.027,50.15,5.162078
635,898.176,15.92,5.4439855,340.152,57.6,5.1555643
636,897.326,24.73,5.241345,337.677,42.4,5.360492
637,892.026,74.72,5.2452054,335.727,34.64,5.476819
638,890.551,26.88,5.8241854,334.202,33.49,5.514641
639,889.401,26.76,5.834422,332.427,33.29,5.53394
640,1337.951,34.86,5.234562,625.577,45.19,5.2090206
641,1336.801,32.5,5.306028,623.777,43.83,5.2375093
642,1335.526,35.83,5.2869244,621.927,44.1,5.2326217
643,1334.501,37.73,5.30155,620.027,46.1,5.226881
644,1333.326,35.34,5.304976,617.902,39.31,5.3134913
645,1332.251,36.28,5.3165526,616.177,38.7,5.3266
646,1212.051,37.93,5.290941,613.427,38.49,5.332152
647,1207.751,30.11,5.4272423,610.077,47.81,5.2173176
648,1206.576,29.92,5.4165435,607.752,39.97,5.3340607
649,1205.676,29.74,5.4177365,606.252,42.32,5.3083005
650,1204.676,26.28,5.5162673,604.402,43.67,5.277899
651,1203.676,25.01,5.418311,602.877,44.66,5.260667
652,1202.726,26.44,5.34836,601.227,44.79,5.2293277
653,1201.651,22.97,5.4154224,599.827,36.99,5.357862
654,1200.601,55.37,5.2667046,598.352,29.02,5.523408
655,1199.226,54.04,5.2794514,595.077,22.68,5.6597834
656,1198.126,55.4,5.264928,592.502,55.02,5.2916913
657,1196.951,55.22,5.268803,590.677,49.22,5.3753214
658,1195.876,56.44,5.255339,588.252,56.89,5.2732644
659,1194.526,56.56,5.2722955,585.477,63.21,5.203624
660,1193.476,57.35,5.2685733,583.602,57.22,5.2885146
661,1192.051,55.75,5.291388,581.627,54.4,5.3261743
662,1190.851,51.66,5.3463244,579.452,60.37,5.2583766
663,1189.376,50.59,5.366753,577.227,49.59,5.3781996
664,1188.001,71.09,5.2819076,575.627,46.55,5.4174895
665,1186.426,68.23,5.302529,573.127,55.45,5.286996
666,1185.001,58.76,5.40698,571.427,59.5,5.2445297
667,1183.601,67.96,5.3110566,569.452,61.2,5.222516
668,1182.201,66.69,5.318621,567.202,33.68,5.6050906
669,1180.976,69.85,5.282283,565.302,44.02,5.415412
670,1179.801,41.95,5.607304,555.502,16.37,5.7693915
671,1178.526,41.11,5.6199484,553.052,65.69,5.168803
672,1177.376,38.27,5.6631684,550.602,54.35,5.315324
673,1176.001,24.88,5.8242927,548.052,52.22,5.342763
674,1175.101,20.8,5.7458973,545.977,55.88,5.2990294
675,1174.251,19.83,5.7109056,543.452,62.87,5.2163644
676,1173.351,21.6,5.659025,540.752,57.03,5.2722464
677,1172.476,22.55,5.613641,538.877,43.94,5.446824
678,1171.526,21.59,5.2646656,537.127,39.31,5.522466
679,1170.651,19.34,5.335288,535.327,9.57,5.574477
680,1169.676,19.56,5.3391232,534.002,40.37,5.4756694
681,1168.901,20.5,5.306473,532.102,48.26,5.277046
682,1167.901,21.21,5.2432413,530.327,50.78,5.1864862
683,1167.076,21.21,5.2413163,527.977,50.58,5.192301
684,1165.101,16.53,5.399684,525.852,48.94,5.2061186
685,1163.926,46.62,5.259439,523.627,56.7,5.1955595
686,1162.526,48.74,5.254281,521.427,51.61,5.2530303
687,1161.276,46.08,5.2843857,519.177,43.95,5.3806367
688,1160.176,47.64,5.2606483,514.952,57.34,5.1844506
689,1158.976,47.09,5.2852817,512.352,58.29,5.179148
690,1157.776,48.89,5.268695,510.077,58.26,5.1634707
691,1156.601,45.61,5.308066,507.627,54.55,5.2056913
692,1155.351,48.92,5.277911,504.652,63.95,5.1226482
693,1154.226,39.15,5.420051,502.402,60.99,5.192029
694,1153.151,36.51,5.4617333,498.802,59.79,5.218282
695,1152.001,34.02,5.511799,496.802,52.7,5.3065686
696,1150.926,34.45,5.514475,495.302,52.86,5.2909694
697,1150.001,34.45,5.5067725,493.477,51.5,5.308174
698,1148.651,32.95,5.3227277,491.627,58.49,5.2477093
699,1147.551,39.89,5.236285,489.177,59.68,5.203018
700,1146.351,37.74,5.2853446,486.977,63.27,5.187047
701,1145.276,36.79,5.294265,484.677,65.69,5.1709623
702,1144.051,31.68,5.4312944,482.427,68.76,5.1651487
703,1142.976,33.55,5.379675,479.577,68.76,5.1720543
704,1141.926,36.3,5.296286,477.327,70.83,5.1848116
705,1140.576,37.8,5.2722626,474.552,65.56,5.1691036
706,1139.326,34.74,5.3246527,472.402,66.89,5.1588283
707,1138.126,13.14,5.801033,469.977,61.96,5.2183423
708,1137.051,45.54,5.241366,467.527,59.69,5.247789
709,1135.776,28.19,5.576237,464.977,66.82,5.151295
710,1134.601,26.86,5.6141815,461.852,66.17,5.266596
711,1133.726,26.08,5.636633,458.977,66.92,5.2664905
712,1132.626,25.81,5.654487,457.177,64.61,5.3081965
713,1131.751,27.44,5.4899545,454.977,63.24,5.288518
714,1130.751,25.99,5.287745,452.752,62.42,5.292002
715,1129.651,26.28,5.2717834,450.802,61.84,5.285971
716,1128.651,26.13,5.276899,448.352,62.26,5.2761116
717,1127.626,29.74,5.239773,445.727,75.85,5.1570134
718,1126.501,32.84,5.2446647,443.502,85.12,5.1857038
719,1125.226,23.61,5.451293,440.877,88.01,5.184042
720,1123.276,17.88,5.633622,438.327,87.37,5.186263
721,1122.051,29.65,5.3208714,436.477,75.5,5.2853184
722,1121.051,25.35,5.439242,434.177,59.38,5.39716
723,1118.151,28.62,5.3273907,432.077,63.66,5.3522396
724,1117.126,20.41,5.4997244,429.852,59.76,5.396479
725,1116.151,20.42,5.4952292,426.252,58.42,5.4147806
726,1115.251,27.6,5.2840333,423.877,72.22,5.158012
727,1114.026,30.0,5.250346,420.977,77.64,5.1807647
728,1113.126,28.15,5.2943892,418.927,77.13,5.2011714
729,1112.201,29.54,5.2669406,416.527,75.81,5.215938
730,1111.151,30.49,5.2644753,413.777,50.78,5.48097
731,1110.026,26.25,5.3471103,412.102,54.44,5.4282503
732,1109.276,13.38,5.7237697,410.102,44.86,5.5545154
733,1108.126,21.46,5.460123,407.877,80.68,5.1716022
734,1092.401,68.96,5.46804,405.827,78.98,5.1791515
735,1091.026,62.36,5.5492063,403.077,70.71,5.265412
736,1089.826,79.21,5.3987446,400.502,84.7,5.1348166
737,1088.176,25.82,5.837773,397.802,74.71,5.246298
738,1087.226,28.06,5.8418255,395.152,55.12,5.4380646
739,1086.201,30.7,5.813104,392.577,61.79,5.3392277
740,1085.076,35.72,5.7679567,390.527,63.01,5.3245854
741,1083.976,24.46,5.838181,388.302,63.17,5.320267
742,1081.976,12.01,5.804974,385.577,57.4,5.297225
743,1081.151,9.31,5.790926,383.777,60.19,5.1878133
744,1080.401,27.7,5.430282,381.677,62.65,5.1910048
745,1079.551,38.84,5.2467356,378.877,59.82,5.225392
746,1078.251,55.84,5.24043,376.802,53.96,5.292392
747,1040.726,59.58,5.284834,374.927,54.59,5.2660885
748,987.376,53.85,5.380687,373.052,55.26,5.2537656
749,980.076,79.27,5.263165,370.702,60.58,5.1422734
750,978.701,49.3,5.600941,368.052,62.81,5.145717
751,977.176,73.07,5.3301263,365.377,60.61,5.2265983
752,951.601,98.16,5.2827234,362.402,65.41,5.1801324
753,948.001,90.16,5.333239,360.052,69.16,5.144416
754,944.251,88.12,5.3500543,357.977,71.975,5.126354
755,923.701,72.53,5.492541,355.852,56.76,5.331638
756,915.976,70.91,5.4998403,354.102,11.2,5.5062957
757,904.351,20.99,5.7684946,351.827,51.29,5.3651633
758,902.626,21.48,5.80693,349.952,49.31,5.3934093
759,901.776,21.72,5.816303,347.352,46.91,5.431317
760,900.851,20.44,5.8323865,345.127,49.42,5.1873612
761,899.951,21.18,5.8201585,343.852,48.41,5.1927304
762,899.026,21.18,5.2568855,341.952,50.02,5.159564
763,898.101,15.92,5.431049,340.127,57.6,5.152285
764,897.276,24.73,5.23223,337.552,42.4,5.356548
765,891.976,52.565002,5.493316,335.652,34.64,5.47164
766,890.476,26.88,5.8193817,334.127,33.49,5.5085826
767,889.376,26.76,5.8294396,332.377,33.29,5.5279965
768,1337.926,34.86,5.238137,625.527,45.19,5.2090783
769,1336.701,32.5,5.3040957,623.677,43.83,5.2360387
770,1335.476,35.83,5.286809,621.777,44.1,5.2322464
771,1334.401,37.73,5.301037,619.977,46.1,5.226059
772,1333.226,35.34,5.302972,617.827,39.31,5.3119845
773,1332.151,36.28,5.3148394,616.152,38.7,5.32515
774,1212.026,37.93,5.2890472,613.377,38.49,5.3305106
775,1207.701,30.11,5.4237633,610.002,47.81,5.2164865
776,1206.551,29.92,5.4142747,607.602,39.97,5.3329206
777,1205.626,29.74,5.415653,606.227,42.32,5.3067017
778,1204.576,26.28,5.5138483,604.352,43.67,5.2778234
779,1203.651,25.01,5.414934,602.802,44.66,5.2596726
780,1202.676,26.44,5.3458643,601.202,44.79,5.227732
781,1201.551,22.97,5.4132338,599.777,36.99,5.3534894
782,1200.576,55.37,5.2661633,598.277,29.02,5.520919
783,1199.101,54.04,5.277813,594.727,62.2,5.205653
784,1198.051,55.4,5.263761,592.427,55.02,5.290338
785,1196.926,55.22,5.267409,590.627,49.22,5.373873
786,1195.826,56.44,5.256234,588.202,56.89,5.2718673
787,1194.501,56.56,5.271041,585.352,63.21,5.202865
788,1193.426,57.35,5.267753,583.527,57.22,5.287484
789,1191.976,55.75,5.290026,581.552,54.4,5.324867
790,1190.726,51.66,5.344653,579.202,60.37,5.2569604
791,1189.326,50.59,5.3652353,577.052,49.59,5.376807
792,1187.951,68.99,5.301035,575.602,46.55,5.4160933
793,1186.376,68.23,5.3012996,573.002,55.45,5.2857428
794,1184.976,62.89,5.36084,571.277,59.5,5.2432437
795,1183.526,67.96,5.3107567,569.202,61.2,5.221957
796,1182.151,66.69,5.317577,567.077,33.68,5.6031017
797,1180.926,47.27,5.52833,565.227,44.02,5.4137864
798,1179.726,41.95,5.605231,555.477,16.37,5.768321
799,1178.501,41.11,5.6183085,552.977,62.79,5.199784
800,1177.326,38.27,5.6614785,550.327,54.35,5.3139834
801,1175.951,20.8,5.832097,547.977,54.4,5.311614
802,1175.051,20.8,5.743639,545.877,59.07,5.257385
803,1174.226,19.83,5.7083898,543.302,62.87,5.213615
804,1173.326,21.6,5.656127,540.702,57.03,5.2710185
805,1172.426,22.55,5.61119,538.752,43.94,5.4446526
806,1171.476,21.59,5.261387,537.052,39.31,5.52082
807,1170.601,19.34,5.3313923,535.277,9.57,5.575527
808,1169.651,19.56,5.3358517,533.977,40.37,5.474067
809,1168.876,20.5,5.303315,532.052,48.26,5.2753234
810,1167.876,21.21,5.2408895,530.252,50.78,5.184774
811,1167.026,21.21,5.2382565,527.902,48.07,5.22758
812,1165.076,16.53,5.3955317,525.777,48.94,5.2045016
813,1163.876,46.62,5.258179,523.552,56.7,5.195767
814,1162.501,48.74,5.253984,521.352,51.61,5.2515125
815,1161.226,46.08,5.2827125,519.127,43.95,5.3790646
816,1160.076,47.64,5.2594266,514.752,57.34,5.183261
817,1158.926,42.68,5.351551,512.227,58.29,5.1776366
818,1157.751,48.89,5.269458,509.927,59.06,5.153188
819,1156.551,45.61,5.306466,507.602,54.55,5.2041845
820,1155.326,48.92,5.276903,504.577,63.95,5.1225214
821,1154.151,39.15,5.4181237,502.327,60.99,5.1907377
822,1153.076,36.51,5.4597898,498.652,59.79,5.2170463
823,1151.976,35.22,5.4890776,496.752,52.7,5.303096
824,1150.901,34.45,5.5126123,494.977,52.86,5.289504
825,1149.976,18.44,5.790447,493.327,51.5,5.3071246
826,1148.626,32.95,5.3203063,491.552,58.49,5.246469
827,1147.476,39.89,5.2354617,489.002,59.68,5.2025647
828,1146.276,37.74,5.2834,486.902,63.27,5.1856027
829,1145.176,36.79,5.292686,484.602,65.69,5.173472
830,1143.976,31.68,5.433673,482.327,68.76,5.164825
831,1142.851,37.91,5.298382,479.502,68.76,5.1708555
832,1141.776,36.3,5.2943735,477.252,70.83,5.184539
833,1140.551,37.8,5.270677,474.502,65.56,5.1678405
834,1139.226,34.74,5.322388,472.277,66.89,5.157587
835,1138.101,13.14,5.798163,469.852,61.23,5.2257094
836,1136.976,45.54,5.2416363,467.352,59.69,5.2463613
837,1135.726,28.19,5.574327,464.952,74.64,5.123493
838,1134.501,26.86,5.6154485,461.602,66.17,5.2655663
839,1133.701,26.08,5.63761,458.752,62.7,5.3093367
840,1132.601,25.81,5.652195,457.077,64.61,5.307009
841,1131.726,27.44,5.4878035,454.902,59.39,5.328111
842,1130.676,25.99,5.2849803,452.627,62.42,5.2907066
843,1129.601,26.28,5.2692847,450.777,61.84,5.284795
844,1128.576,26.13,5.274291,448.327,62.26,5.274877
845,1127.601,29.74,5.2391324,445.602,75.85,5.156882
846,1126.376,32.84,5.2443748,443.477,85.12,5.185474
847,1125.151,23.61,5.448375,440.727,88.01,5.1836514
848,1123.201,17.88,5.6303096,438.277,87.37,5.185299
849,1122.001,29.65,5.3184752,436.452,75.5,5.284317
850,1121.026,25.35,5.437069,434.152,59.38,5.3959417
851,1118.101,28.62,5.3245587,431.727,63.38,5.3542223
852,1117.101,20.41,5.4969196,429.677,59.76,5.395326
853,1116.126,20.42,5.492195,426.077,58.42,5.413616
854,1115.101,27.6,5.2811856,423.802,72.22,5.1569967
855,1114.001,30.0,5.2485065,420.952,79.17,5.172078
856,1113.076,28.15,5.2925177,418.752,77.13,5.2004704
857,1112.176,29.54,5.2646627,416.502,75.81,5.214846
858,1111.126,30.49,5.262229,413.602,50.78,5.4787393
859,1110.001,26.25,5.344392,412.077,54.44,5.4273396
860,1109.251,13.38,5.7200494,410.077,44.86,5.5513763
861,1108.076,21.46,5.457613,407.802,80.68,5.170647
862,1092.351,68.96,5.467101,405.777,78.98,5.178075
863,1091.001,62.36,5.5482693,403.002,70.71,5.2653565
864,1089.801,79.21,5.3978205,400.377,84.7,5.1362777
865,1088.126,25.82,5.837278,397.602,74.71,5.2453504
866,1087.201,28.06,5.8412976,394.977,55.12,5.4359593
867,1086.151,30.7,5.811893,392.427,61.79,5.3380313
868,1084.976,35.72,5.7667036,390.427,63.01,5.3233795
869,1082.976,14.71,5.7064414,388.252,63.17,5.3189154
870,1081.951,9.31,5.791248,385.552,57.4,5.296502
871,1081.126,9.31,5.7891707,383.602,60.19,5.186499
872,1080.376,27.7,5.4278455,381.577,62.65,5.1899023
873,1079.501,38.84,5.2459106,378.552,59.82,5.2241516
